ProfileID,MeastID,U-Sensor,GapPresentBits_Gap3233toGap0001,meast_idx
284502,847,49.722,000000000111111111111111000000000,846
284503,848,49.785,000000000111111111111111000000000,847
284504,849,49.849,000000000111111111111111000000000,848
284505,850,49.913,000000000111111111111111000000000,849
284506,851,49.976,000000000111111111111111000000000,850
284507,852,50.04,000000000111111111111111000000000,851
284508,853,50.104,000000000111111111111111000000000,852
284509,854,50.167,000000000111111111111111000000000,853
284510,855,50.231,000000000111111111111111000000000,854
284511,856,50.295,000000000111111111111111000000000,855
284512,857,50.358,000000000111111111111111000000000,856
284513,858,50.422,000000000111111111111111000000000,857
284514,859,50.486,000000000111111111111111000000000,858
284515,860,50.55,000000000111111111111111000000000,859
284516,861,50.613,000000000111111111111111000000000,860
284517,862,50.677,000000000111111111111111000000000,861
284518,863,50.741,000000000111111111111111000000000,862
284519,864,50.804,000000000111111111111111000000000,863
284520,865,50.868,000000000111111111111111000000000,864
284521,866,50.931,000000000111111111111111000000000,865
284522,867,50.994,000000000111111111111111000000000,866
284523,868,51.058,000000000111111111111111000000000,867
284524,869,51.121,000000000111111111111111000000000,868
284525,870,51.186,000000000111111111111111000000000,869
284526,871,51.249,000000000111111111111111000000000,870
284527,872,51.313,000000000111111111111111000000000,871
284528,873,51.376,000000000111111111111111000000000,872
284529,874,51.439,000000000111111111111111000000000,873
284530,875,51.503,000000000111111111111111000000000,874
284531,876,51.567,000000000111111111111111000000000,875
284532,877,51.63,000000000111111111111111000000000,876
284533,878,51.694,000000000111111111111111000000000,877
284534,879,51.758,000000000111111111111111000000000,878
284535,880,51.821,000000000111111111111111000000000,879
284536,881,51.885,000000000111111111111111000000000,880
284537,882,51.949,000000000111111111111111000000000,881
284538,883,52.012,000000000111111111111111000000000,882
284539,884,52.076,000000000111111111111111000000000,883
284540,885,52.14,000000000111111111111111000000000,884
284541,886,52.204,000000000111111111111111000000000,885
284542,887,52.267,000000000111111111111111000000000,886
284543,888,52.331,000000000111111111111111000000000,887
284544,889,52.394,000000000111111111111111000000000,888
284545,890,52.459,000000000111111111111111000000000,889
284546,891,52.522,000000000111111111111111000000000,890
284547,892,52.585,000000000111111111111111000000000,891
284548,893,52.648,000000000111111111111111000000000,892
284549,894,52.712,000000000111111111111111000000000,893
284550,895,52.776,000000000111111111111111000000000,894
284551,896,52.839,000000000111111111111111000000000,895
284552,897,52.903,000000000111111111111111000000000,896
284553,898,52.966,000000000111111111111111000000000,897
284554,899,53.031,000000000111111111111111000000000,898
284555,900,53.094,000000000111111111111111000000000,899
284556,901,53.158,000000000111111111111111000000000,900
284557,902,53.222,000000000111111111111111000000000,901
284558,903,53.285,000000000111111111111111000000000,902
284559,904,53.348,000000000111111111111111000000000,903
284560,905,53.412,000000000111111111111111000000000,904
284561,906,53.476,000000000111111111111111000000000,905
284562,907,53.54,000000000111111111111111000000000,906
284563,908,53.603,000000000111111111111111000000000,907
284564,909,53.668,000000000111111111111111000000000,908
284565,910,53.731,000000000111111111111111000000000,909
284566,911,53.794,000000000111111111111111000000000,910
284567,912,53.858,000000000111111111111111000000000,911
284568,913,53.922,000000000111111111111111000000000,912
284569,914,53.986,000000000111111111111111000000000,913
