MeastID,Ply,Course,U-Roller,U-Sensor,U-TowChangeProgramed,TowPresentBitmap,GapPresentBitmap,ProfileID,Notes,X,Y,Z,C,n1,n2,n3,j1,j2,j3,j4,j5,j6
220,3,26,11.264152,9.825,7,16776960,16776704,283875,,6.433,-21.979,114.543,0,1,0,0,0,0,0,0,0,0
221,3,26,11.328048,9.889,7,16776960,16776704,283876,,6.433,-21.979,114.479,0,1,0,0,0,0,0,0,0,0
222,3,26,11.391552,9.953,7,16776960,16776704,283877,,6.433,-21.979,114.415,0,1,0,0,0,0,0,0,0,0
223,3,26,11.455048,10.016,7,16776960,16776704,283878,,6.433,-21.98,114.352,0,1,0,0,0,0,0,0,0,0
224,3,26,11.519064,10.08,7,16776960,16776704,283879,,6.433,-21.98,114.287,0,1,0,0,0,0,0,0,0,0
225,3,26,11.582352,10.143,7,16776960,16776704,283880,,6.433,-21.98,114.224,0,1,0,0,0,0,0,0,0,0
226,3,26,11.646168,10.207,7,16776960,16776704,283881,,6.433,-21.98,114.16,0,1,0,0,0,0,0,0,0,0
227,3,26,11.709856,10.271,7,16776960,16776704,283882,,6.433,-21.98,114.096,0,1,0,0,0,0,0,0,0,0
228,3,26,11.773224,10.334,7,16776960,16776704,283883,,6.433,-21.98,114.033,0,1,0,0,0,0,0,0,0,0
229,3,26,11.836632,10.398,7,16776960,16776704,283884,,6.433,-21.98,113.969,0,1,0,0,0,0,0,0,0,0
230,3,26,11.900728,10.462,7,16776960,16776704,283885,,6.433,-21.98,113.905,0,1,0,0,0,0,0,0,0,0
231,3,26,11.964208,10.525,7,16776960,16776704,283886,,6.433,-21.98,113.842,0,1,0,0,0,0,0,0,0,0
232,3,26,12.027568,10.589,7,16776960,16776704,283887,,6.433,-21.98,113.778,0,1,0,0,0,0,0,0,0,0
233,3,26,12.09112,10.652,7,16776960,16776704,283888,,6.433,-21.98,113.715,0,1,0,0,0,0,0,0,0,0
234,3,26,12.155192,10.717,7,16776960,16776704,283889,,6.433,-21.98,113.65,0,1,0,0,0,0,0,0,0,0
235,3,26,12.218632,10.78,7,16776960,16776704,283890,,6.433,-21.98,113.587,0,1,0,0,0,0,0,0,0,0
236,3,26,12.282576,10.844,7,16776960,16776704,283891,,6.433,-21.98,113.523,0,1,0,0,0,0,0,0,0,0
237,3,26,12.346416,10.908,7,16776960,16776704,283892,,6.433,-21.981,113.459,0,1,0,0,0,0,0,0,0,0
238,3,26,12.40988,10.972,7,16776960,16776704,283893,,6.433,-21.981,113.395,0,1,0,0,0,0,0,0,0,0
239,3,26,12.4734,11.035,7,16776960,16776704,283894,,6.433,-21.981,113.332,0,1,0,0,0,0,0,0,0,0
240,3,26,12.537016,11.099,7,16776960,16776704,283895,,6.433,-21.981,113.269,0,1,0,0,0,0,0,0,0,0
241,3,26,12.6006,11.162,7,16776960,16776704,283896,,6.433,-21.981,113.206,0,1,0,0,0,0,0,0,0,0
242,3,26,12.66416,11.226,7,16776960,16776704,283897,,6.433,-21.981,113.142,0,1,0,0,0,0,0,0,0,0
243,3,26,12.727664,11.289,7,16776960,16776704,283898,,6.433,-21.981,113.079,0,1,0,0,0,0,0,0,0,0
244,3,26,12.7912,11.353,7,16776960,16776704,283899,,6.433,-21.981,113.015,0,1,0,0,0,0,0,0,0,0
245,3,26,12.855352,11.417,7,16776960,16776704,283900,,6.433,-21.981,112.951,0,1,0,0,0,0,0,0,0,0
246,3,26,12.91904,11.48,7,16776960,16776704,283901,,6.433,-21.981,112.888,0,1,0,0,0,0,0,0,0,0
247,3,26,12.982696,11.544,7,16776960,16776704,283902,,6.433,-21.981,112.824,0,1,0,0,0,0,0,0,0,0
248,3,26,13.04628,11.608,7,16776960,16776704,283903,,6.433,-21.982,112.76,0,1,0,0,0,0,0,0,0,0
249,3,26,13.1098,11.671,7,16776960,16776704,283904,,6.433,-21.982,112.697,0,1,0,0,0,0,0,0,0,0
250,3,26,13.173424,11.735,7,16776960,16776704,283905,,6.433,-21.982,112.633,0,1,0,0,0,0,0,0,0,0
251,3,26,13.236888,11.798,7,16776960,16776704,283906,,6.433,-21.982,112.57,0,1,0,0,0,0,0,0,0,0
252,3,26,13.300368,11.861,7,16776960,16776704,283907,,6.433,-21.982,112.507,0,1,0,0,0,0,0,0,0,0
253,3,26,13.363888,11.925,7,16776960,16776704,283908,,6.433,-21.982,112.443,0,1,0,0,0,0,0,0,0,0
254,3,26,13.427504,11.989,7,16776960,16776704,283909,,6.433,-21.982,112.379,0,1,0,0,0,0,0,0,0,0
255,3,26,13.490952,12.053,12,0,0,283910,,6.433,-21.982,112.315,0,1,0,0,0,0,0,0,0,0
256,3,26,13.554824,12.117,12,0,0,283911,,6.433,-21.982,112.251,0,1,0,0,0,0,0,0,0,0
257,3,26,13.618768,12.181,12,0,0,283912,,6.433,-21.982,112.186,0,1,0,0,0,0,0,0,0,0
258,3,26,13.682288,12.244,12,0,0,283913,,6.433,-21.982,112.123,0,1,0,0,0,0,0,0,0,0
259,3,26,13.745808,12.308,12,0,0,283914,,6.433,-21.982,112.059,0,1,0,0,0,0,0,0,0,0
260,3,26,13.80936,12.371,12,0,0,283915,,6.433,-21.982,111.996,0,1,0,0,0,0,0,0,0,0
261,3,26,13.872848,12.435,12,0,0,283916,,6.433,-21.982,111.932,0,1,0,0,0,0,0,0,0,0
262,3,26,13.936552,12.499,12,0,0,283917,,6.433,-21.982,111.868,0,1,0,0,0,0,0,0,0,0
263,3,26,14.00048,12.562,12,0,0,283918,,6.433,-21.982,111.805,0,1,0,0,0,0,0,0,0,0
264,3,26,14.064016,12.626,12,0,0,283919,,6.433,-21.982,111.742,0,1,0,0,0,0,0,0,0,0
265,3,26,14.127528,12.69,12,0,0,283920,,6.433,-21.982,111.678,0,1,0,0,0,0,0,0,0,0
266,3,26,14.190952,12.753,12,0,0,283921,,6.433,-21.982,111.615,0,1,0,0,0,0,0,0,0,0
267,3,26,14.25464,12.817,12,0,0,283922,,6.432,-21.983,111.552,0,1,0,0,0,0,0,0,0,0
268,3,26,14.318576,12.881,12,0,0,283923,,6.432,-21.983,111.488,0,1,0,0,0,0,0,0,0,0
269,3,26,14.381936,12.944,12,0,0,283924,,6.432,-21.983,111.425,0,1,0,0,0,0,0,0,0,0
270,3,26,14.445536,13.008,12,0,0,283925,,6.432,-21.983,111.361,0,1,0,0,0,0,0,0,0,0
271,3,26,14.509336,13.071,12,0,0,283926,,6.432,-21.983,111.298,0,1,0,0,0,0,0,0,0,0
272,3,26,14.57312,13.135,12,0,0,283927,,6.432,-21.983,111.234,0,1,0,0,0,0,0,0,0,0
273,3,26,14.63648,13.198,12,0,0,283928,,6.432,-21.983,111.171,0,1,0,0,0,0,0,0,0,0
274,3,26,14.699944,13.262,12,0,0,283929,,6.432,-21.983,111.107,0,1,0,0,0,0,0,0,0,0
275,3,26,14.763888,13.326,12,0,0,283930,,6.432,-21.983,111.042,0,1,0,0,0,0,0,0,0,0
276,3,26,14.82752,13.39,12,0,0,283931,,6.432,-21.983,110.978,0,1,0,0,0,0,0,0,0,0
277,3,26,14.891144,13.453,12,0,0,283932,,6.432,-21.983,110.914,0,1,0,0,0,0,0,0,0,0
278,3,26,14.955184,13.517,12,0,0,283933,,6.432,-21.983,110.85,0,1,0,0,0,0,0,0,0,0
279,3,26,15.018464,13.58,12,0,0,283934,,6.432,-21.983,110.786,0,1,0,0,0,0,0,0,0,0
280,3,26,15.081848,13.644,12,0,0,283935,,6.432,-21.983,110.722,0,1,0,0,0,0,0,0,0,0
281,3,26,15.145552,13.708,12,0,0,283936,,6.432,-21.984,110.659,0,1,0,0,0,0,0,0,0,0
282,3,26,15.209416,13.771,12,0,0,283937,,6.432,-21.984,110.596,0,1,0,0,0,0,0,0,0,0
283,3,26,15.272704,13.835,12,0,0,283938,,6.432,-21.984,110.532,0,1,0,0,0,0,0,0,0,0
284,3,26,15.336968,13.899,12,0,0,283939,,6.432,-21.984,110.469,0,1,0,0,0,0,0,0,0,0
285,3,26,15.40052,13.962,12,0,0,283940,,6.432,-21.984,110.406,0,1,0,0,0,0,0,0,0,0
286,3,26,15.46392,14.025,14,16776960,16776704,283941,,6.432,-21.984,110.343,0,1,0,0,0,0,0,0,0,0
287,3,26,15.527424,14.088,14,16776960,16776704,283942,,6.432,-21.984,110.28,0,1,0,0,0,0,0,0,0,0
288,3,26,15.590704,14.152,14,16776960,16776704,283943,,6.432,-21.984,110.216,0,1,0,0,0,0,0,0,0,0
289,3,26,15.654928,14.216,14,16776960,16776704,283944,,6.432,-21.984,110.152,0,1,0,0,0,0,0,0,0,0
290,3,26,15.7188,14.28,14,16776960,16776704,283945,,6.432,-21.985,110.087,0,1,0,0,0,0,0,0,0,0
291,3,26,15.782328,14.343,14,16776960,16776704,283946,,6.432,-21.985,110.024,0,1,0,0,0,0,0,0,0,0
292,3,26,15.845784,14.407,14,16776960,16776704,283947,,6.432,-21.985,109.96,0,1,0,0,0,0,0,0,0,0
293,3,26,15.909304,14.47,14,16776960,16776704,283948,,6.432,-21.985,109.896,0,1,0,0,0,0,0,0,0,0
294,3,26,15.97292,14.534,14,16776960,16776704,283949,,6.432,-21.985,109.832,0,1,0,0,0,0,0,0,0,0
295,3,26,16.036392,14.597,14,16776960,16776704,283950,,6.432,-21.985,109.768,0,1,0,0,0,0,0,0,0,0
296,3,26,16.099968,14.661,14,16776960,16776704,283951,,6.432,-21.985,109.704,0,1,0,0,0,0,0,0,0,0
297,3,26,16.1636,14.725,14,16776960,16776704,283952,,6.432,-21.985,109.641,0,1,0,0,0,0,0,0,0,0
298,3,26,16.22776,14.789,14,16776960,16776704,283953,,6.432,-21.985,109.578,0,1,0,0,0,0,0,0,0,0
299,3,26,16.2914,14.852,14,16776960,16776704,283954,,6.432,-21.985,109.516,0,1,0,0,0,0,0,0,0,0
300,3,26,16.355096,14.917,14,16776960,16776704,283955,,6.432,-21.985,109.451,0,1,0,0,0,0,0,0,0,0
301,3,26,16.418632,14.98,14,16776960,16776704,283956,,6.432,-21.985,109.386,0,1,0,0,0,0,0,0,0,0
302,3,26,16.482072,15.043,14,16776960,16776704,283957,,6.432,-21.985,109.324,0,1,0,0,0,0,0,0,0,0
303,3,26,16.545616,15.107,14,16776960,16776704,283958,,6.432,-21.985,109.261,0,1,0,0,0,0,0,0,0,0
304,3,26,16.609128,15.17,14,16776960,16776704,283959,,6.432,-21.986,109.198,0,1,0,0,0,0,0,0,0,0
305,3,26,16.672696,15.234,14,16776960,16776704,283960,,6.432,-21.986,109.134,0,1,0,0,0,0,0,0,0,0
306,3,26,16.736336,15.297,14,16776960,16776704,283961,,6.432,-21.986,109.07,0,1,0,0,0,0,0,0,0,0
307,3,26,16.799808,15.361,14,16776960,16776704,283962,,6.432,-21.986,109.007,0,1,0,0,0,0,0,0,0,0
308,3,26,16.863488,15.425,14,16776960,16776704,283963,,6.432,-21.986,108.943,0,1,0,0,0,0,0,0,0,0
309,3,26,16.92696,15.488,14,16776960,16776704,283964,,6.432,-21.986,108.88,0,1,0,0,0,0,0,0,0,0
310,3,26,16.990888,15.552,14,16776960,16776704,283965,,6.432,-21.986,108.816,0,1,0,0,0,0,0,0,0,0
311,3,26,17.054744,15.616,14,16776960,16776704,283966,,6.432,-21.986,108.752,0,1,0,0,0,0,0,0,0,0
312,3,26,17.1182,15.68,14,16776960,16776704,283967,,6.432,-21.986,108.688,0,1,0,0,0,0,0,0,0,0
313,3,26,17.181904,15.744,14,16776960,16776704,283968,,6.432,-21.986,108.624,0,1,0,0,0,0,0,0,0,0
314,3,26,17.245368,15.807,14,16776960,16776704,283969,,6.432,-21.986,108.561,0,1,0,0,0,0,0,0,0,0
315,3,26,17.308856,15.871,14,16776960,16776704,283970,,6.432,-21.986,108.497,0,1,0,0,0,0,0,0,0,0
316,3,26,17.372496,15.934,14,16776960,16776704,283971,,6.432,-21.987,108.434,0,1,0,0,0,0,0,0,0,0
317,3,26,17.436096,15.998,14,16776960,16776704,283972,,6.432,-21.987,108.37,0,1,0,0,0,0,0,0,0,0
318,3,26,17.499616,16.062,14,16776960,16776704,283973,,6.432,-21.987,108.306,0,1,0,0,0,0,0,0,0,0
319,3,26,17.56352,16.125,14,16776960,16776704,283974,,6.432,-21.987,108.243,0,1,0,0,0,0,0,0,0,0
320,3,26,17.627264,16.189,14,16776960,16776704,283975,,6.432,-21.987,108.179,0,1,0,0,0,0,0,0,0,0
321,3,26,17.690632,16.252,14,16776960,16776704,283976,,6.432,-21.987,108.116,0,1,0,0,0,0,0,0,0,0
322,3,26,17.754016,16.316,14,16776960,16776704,283977,,6.432,-21.987,108.052,0,1,0,0,0,0,0,0,0,0
323,3,26,17.8182,16.38,14,16776960,16776704,283978,,6.432,-21.987,107.987,0,1,0,0,0,0,0,0,0,0
324,3,26,17.881712,16.443,14,16776960,16776704,283979,,6.432,-21.987,107.925,0,1,0,0,0,0,0,0,0,0
325,3,26,17.945072,16.507,14,16776960,16776704,283980,,6.432,-21.987,107.861,0,1,0,0,0,0,0,0,0,0
326,3,26,18.008728,16.57,14,16776960,16776704,283981,,6.432,-21.987,107.798,0,1,0,0,0,0,0,0,0,0
327,3,26,18.0728,16.634,14,16776960,16776704,283982,,6.432,-21.987,107.734,0,1,0,0,0,0,0,0,0,0
328,3,26,18.13608,16.697,14,16776960,16776704,283983,,6.432,-21.988,107.671,0,1,0,0,0,0,0,0,0,0
329,3,26,18.19996,16.761,14,16776960,16776704,283984,,6.432,-21.989,107.607,0,1,0,0,0,0,0,0,0,0
330,3,26,18.263824,16.825,14,16776960,16776704,283985,,6.432,-21.989,107.543,0,1,0,0,0,0,0,0,0,0
331,3,26,18.327224,16.888,14,16776960,16776704,283986,,6.432,-21.989,107.48,0,1,0,0,0,0,0,0,0,0
332,3,26,18.390504,16.952,14,16776960,16776704,283987,,6.432,-21.989,107.416,0,1,0,0,0,0,0,0,0,0
333,3,26,18.454672,17.016,14,16776960,16776704,283988,,6.432,-21.989,107.352,0,1,0,0,0,0,0,0,0,0
334,3,26,18.518224,17.079,14,16776960,16776704,283989,,6.432,-21.989,107.289,0,1,0,0,0,0,0,0,0,0
335,3,26,18.581592,17.143,14,16776960,16776704,283990,,6.432,-21.989,107.225,0,1,0,0,0,0,0,0,0,0
336,3,26,18.645064,17.206,14,16776960,16776704,283991,,6.432,-21.989,107.162,0,1,0,0,0,0,0,0,0,0
337,3,26,18.708512,17.27,14,16776960,16776704,283992,,6.432,-21.988,107.098,0,1,0,0,0,0,0,0,0,0
338,3,26,18.772552,17.334,14,16776960,16776704,283993,,6.432,-21.988,107.034,0,1,0,0,0,0,0,0,0,0
339,3,26,18.83608,17.397,14,16776960,16776704,283994,,6.432,-21.988,106.971,0,1,0,0,0,0,0,0,0,0
340,3,26,18.899808,17.461,14,16776960,16776704,283995,,6.432,-21.988,106.907,0,1,0,0,0,0,0,0,0,0
341,3,26,18.963768,17.525,14,16776960,16776704,283996,,6.432,-21.988,106.843,0,1,0,0,0,0,0,0,0,0
342,3,26,19.027208,17.589,14,16776960,16776704,283997,,6.432,-21.988,106.779,0,1,0,0,0,0,0,0,0,0
343,3,26,19.090608,17.653,14,16776960,16776704,283998,,6.432,-21.988,106.715,0,1,0,0,0,0,0,0,0,0
344,3,26,19.154416,17.716,14,16776960,16776704,283999,,6.432,-21.988,106.652,0,1,0,0,0,0,0,0,0,0
345,3,26,19.218168,17.78,14,16776960,16776704,284000,,6.432,-21.988,106.588,0,1,0,0,0,0,0,0,0,0
346,3,26,19.281568,17.844,14,16776960,16776704,284001,,6.432,-21.988,106.523,0,1,0,0,0,0,0,0,0,0
347,3,26,19.344928,17.907,14,16776960,16776704,284002,,6.432,-21.989,106.46,0,1,0,0,0,0,0,0,0,0
348,3,26,19.408928,17.971,14,16776960,16776704,284003,,6.432,-21.989,106.396,0,1,0,0,0,0,0,0,0,0
349,3,26,19.472544,18.035,14,16776960,16776704,284004,,6.432,-21.989,106.332,0,1,0,0,0,0,0,0,0,0
350,3,26,19.536008,18.098,14,16776960,16776704,284005,,6.432,-21.989,106.269,0,1,0,0,0,0,0,0,0,0
351,3,26,19.599448,18.161,14,16776960,16776704,284006,,6.432,-21.989,106.206,0,1,0,0,0,0,0,0,0,0
352,3,26,19.663448,18.225,14,16776960,16776704,284007,,6.432,-21.99,106.143,0,1,0,0,0,0,0,0,0,0
353,3,26,19.726928,18.288,14,16776960,16776704,284008,,6.432,-21.99,106.08,0,1,0,0,0,0,0,0,0,0
354,3,26,19.790688,18.353,14,16776960,16776704,284009,,6.432,-21.99,106.015,0,1,0,0,0,0,0,0,0,0
355,3,26,19.854512,18.416,14,16776960,16776704,284010,,6.432,-21.99,105.952,0,1,0,0,0,0,0,0,0,0
356,3,26,19.917976,18.48,14,16776960,16776704,284011,,6.432,-21.99,105.888,0,1,0,0,0,0,0,0,0,0
357,3,26,19.981336,18.543,14,16776960,16776704,284012,,6.432,-21.99,105.825,0,1,0,0,0,0,0,0,0,0
358,3,26,20.045296,18.607,14,16776960,16776704,284013,,6.432,-21.99,105.761,0,1,0,0,0,0,0,0,0,0
359,3,26,20.108912,18.67,14,16776960,16776704,284014,,6.432,-21.99,105.699,0,1,0,0,0,0,0,0,0,0
360,3,26,20.172296,18.734,14,16776960,16776704,284015,,6.432,-21.99,105.634,0,1,0,0,0,0,0,0,0,0
361,3,26,20.235624,18.797,14,16776960,16776704,284016,,6.432,-21.99,105.571,0,1,0,0,0,0,0,0,0,0
362,3,26,20.299704,18.861,14,16776960,16776704,284017,,6.432,-21.99,105.507,0,1,0,0,0,0,0,0,0,0
363,3,26,20.36324,18.925,14,16776960,16776704,284018,,6.432,-21.99,105.443,0,1,0,0,0,0,0,0,0,0
364,3,26,20.42692,18.988,14,16776960,16776704,284019,,6.432,-21.99,105.381,0,1,0,0,0,0,0,0,0,0
365,3,26,20.490704,19.052,14,16776960,16776704,284020,,6.432,-21.99,105.315,0,1,0,0,0,0,0,0,0,0
366,3,26,20.554112,19.116,19.059,16776704,16776192,284021,,6.432,-21.991,105.252,0,1,0,0,0,0,0,0,0,0
367,3,26,20.618112,19.179,19.059,16776704,16776192,284022,,6.432,-21.991,105.188,0,1,0,0,0,0,0,0,0,0
368,3,26,20.681488,19.242,19.184,16776192,16775168,284023,,6.432,-21.991,105.126,0,1,0,0,0,0,0,0,0,0
369,3,26,20.745064,19.306,19.184,16776192,16775168,284024,,6.432,-21.991,105.061,0,1,0,0,0,0,0,0,0,0
370,3,26,20.808912,19.37,19.309,16775168,16773120,284025,,6.432,-21.991,104.997,0,1,0,0,0,0,0,0,0,0
371,3,26,20.8722,19.433,19.309,16775168,16773120,284026,,6.432,-21.991,104.935,0,1,0,0,0,0,0,0,0,0
372,3,26,20.93612,19.497,19.438,16773120,16769024,284027,,6.432,-21.991,104.872,0,1,0,0,0,0,0,0,0,0
373,3,26,20.999544,19.561,19.559,16769024,16760832,284028,,6.432,-21.991,104.806,0,1,0,0,0,0,0,0,0,0
374,3,26,21.063096,19.625,19.559,16769024,16760832,284029,,6.432,-21.991,104.742,0,1,0,0,0,0,0,0,0,0
375,3,26,21.126904,19.689,19.685,16760832,16744448,284030,,6.432,-21.991,104.679,0,1,0,0,0,0,0,0,0,0
376,3,26,21.190208,19.752,19.685,16760832,16744448,284031,,6.432,-21.991,104.616,0,1,0,0,0,0,0,0,0,0
377,3,26,21.254192,19.816,19.81,16744448,16711680,284032,,6.432,-21.991,104.552,0,1,0,0,0,0,0,0,0,0
378,3,26,21.317616,19.88,19.81,16744448,16711680,284033,,6.432,-21.992,104.488,0,1,0,0,0,0,0,0,0,0
379,3,26,21.381216,19.943,19.935,16711680,16646144,284034,,6.432,-21.992,104.425,0,1,0,0,0,0,0,0,0,0
380,3,26,21.445216,20.007,19.935,16711680,16646144,284035,,6.432,-21.992,104.359,0,1,0,0,0,0,0,0,0,0
381,3,26,21.508424,20.07,20.06,16646144,16515072,284036,,6.432,-21.992,104.298,0,1,0,0,0,0,0,0,0,0
382,3,26,21.572376,20.134,20.06,16646144,16515072,284037,,6.432,-21.992,104.233,0,1,0,0,0,0,0,0,0,0
383,3,26,21.636032,20.198,20.185,16515072,16252928,284038,,6.432,-21.992,104.17,0,1,0,0,0,0,0,0,0,0
384,3,26,21.69936,20.261,20.185,16515072,16252928,284039,,6.432,-21.992,104.106,0,1,0,0,0,0,0,0,0,0
385,3,26,21.762768,20.325,20.31,16252928,15728640,284040,,6.432,-21.992,104.043,0,1,0,0,0,0,0,0,0,0
386,3,26,21.826864,20.389,20.31,16252928,15728640,284041,,6.432,-21.992,103.978,0,1,0,0,0,0,0,0,0,0
387,3,26,21.89028,20.452,20.435,15728640,14680064,284042,,6.432,-21.992,103.916,0,1,0,0,0,0,0,0,0,0
388,3,26,21.954064,20.516,20.435,15728640,14680064,284043,,6.432,-21.992,103.851,0,1,0,0,0,0,0,0,0,0
389,3,26,22.017904,20.58,20.56,14680064,12582912,284044,,6.432,-21.992,103.789,0,1,0,0,0,0,0,0,0,0
390,3,26,22.081264,20.643,20.56,14680064,12582912,284045,,6.432,-21.992,103.725,0,1,0,0,0,0,0,0,0,0
391,3,26,22.144624,20.707,20.685,12582912,8388608,284046,,6.431,-21.992,103.661,0,1,0,0,0,0,0,0,0,0
392,3,26,22.2088,20.771,20.685,12582912,8388608,284047,,6.431,-21.993,103.597,0,1,0,0,0,0,0,0,0,0
393,3,26,22.272448,20.834,20.81,8388608,0,284048,,6.431,-21.993,103.534,0,1,0,0,0,0,0,0,0,0
394,3,26,22.335808,20.898,20.81,8388608,0,284049,,6.431,-21.993,103.47,0,1,0,0,0,0,0,0,0,0
395,3,26,22.399264,20.961,20.935,0,0,284050,,6.431,-21.993,103.407,0,1,0,0,0,0,0,0,0,0
396,3,26,22.463528,21.025,20.935,0,0,284051,,6.431,-21.993,103.343,0,1,0,0,0,0,0,0,0,0
397,3,26,22.5272,21.088,20.935,0,0,284052,,6.431,-21.993,103.28,0,1,0,0,0,0,0,0,0,0
398,3,26,22.590752,21.152,20.935,0,0,284053,,6.431,-21.993,103.216,0,1,0,0,0,0,0,0,0,0
399,3,26,22.654376,21.215,20.935,0,0,284054,,6.431,-21.993,103.153,0,1,0,0,0,0,0,0,0,0
400,3,26,22.717888,21.279,20.935,0,0,284055,,6.431,-21.993,103.089,0,1,0,0,0,0,0,0,0,0
401,3,26,22.781328,21.342,20.935,0,0,284056,,6.431,-21.993,103.026,0,1,0,0,0,0,0,0,0,0
402,3,26,22.845,21.406,20.935,0,0,284057,,6.431,-21.993,102.962,0,1,0,0,0,0,0,0,0,0
403,3,26,22.908552,21.47,20.935,0,0,284058,,6.431,-21.993,102.898,0,1,0,0,0,0,0,0,0,0
404,3,26,22.972072,21.533,20.935,0,0,284059,,6.431,-21.995,102.835,0,1,0,0,0,0,0,0,0,0
405,3,26,23.035592,21.597,20.935,0,0,284060,,6.431,-21.994,102.771,0,1,0,0,0,0,0,0,0,0
406,3,26,23.099136,21.66,20.935,0,0,284061,,6.431,-21.994,102.708,0,1,0,0,0,0,0,0,0,0
407,3,26,23.163216,21.724,20.935,0,0,284062,,6.431,-21.994,102.644,0,1,0,0,0,0,0,0,0,0
408,3,26,23.227096,21.788,20.935,0,0,284063,,6.431,-21.994,102.58,0,1,0,0,0,0,0,0,0,0
409,3,26,23.290776,21.852,20.935,0,0,284064,,6.431,-21.994,102.516,0,1,0,0,0,0,0,0,0,0
410,3,26,23.354296,21.916,20.935,0,0,284065,,6.431,-21.994,102.452,0,1,0,0,0,0,0,0,0,0
411,3,26,23.417736,21.98,20.935,0,0,284066,,6.431,-21.994,102.388,0,1,0,0,0,0,0,0,0,0
412,3,26,23.481336,22.043,20.935,0,0,284067,,6.431,-21.994,102.325,0,1,0,0,0,0,0,0,0,0
413,3,26,23.544816,22.107,20.935,0,0,284068,,6.431,-21.994,102.26,0,1,0,0,0,0,0,0,0,0
414,3,26,23.60828,22.17,20.935,0,0,284069,,6.431,-21.994,102.197,0,1,0,0,0,0,0,0,0,0
415,3,26,23.6718,22.234,20.935,0,0,284070,,6.431,-21.994,102.133,0,1,0,0,0,0,0,0,0,0
416,3,26,23.736064,22.298,20.935,0,0,284071,,6.431,-21.994,102.069,0,1,0,0,0,0,0,0,0,0
417,3,26,23.79968,22.362,20.935,0,0,284072,,6.431,-21.995,102.005,0,1,0,0,0,0,0,0,0,0
418,3,26,23.863048,22.425,20.935,0,0,284073,,6.431,-21.995,101.942,0,1,0,0,0,0,0,0,0,0
419,3,26,23.92648,22.488,20.935,0,0,284074,,6.431,-21.995,101.88,0,1,0,0,0,0,0,0,0,0
420,3,26,23.99,22.552,20.935,0,0,284075,,6.431,-21.995,101.816,0,1,0,0,0,0,0,0,0,0
421,3,26,24.05352,22.616,20.935,0,0,284076,,6.431,-21.994,101.753,0,1,0,0,0,0,0,0,0,0
422,3,26,24.117544,22.68,20.935,0,0,284077,,6.431,-21.994,101.689,0,1,0,0,0,0,0,0,0,0
423,3,26,24.181256,22.743,20.935,0,0,284078,,6.431,-21.994,101.626,0,1,0,0,0,0,0,0,0,0
424,3,26,24.24468,22.807,20.935,0,0,284079,,6.431,-21.994,101.562,0,1,0,0,0,0,0,0,0,0
425,3,26,24.30868,22.871,20.935,0,0,284080,,6.431,-21.994,101.497,0,1,0,0,0,0,0,0,0,0
426,3,26,24.372248,22.934,20.935,0,0,284081,,6.431,-21.994,101.434,0,1,0,0,0,0,0,0,0,0
427,3,26,24.43564,22.998,20.935,0,0,284082,,6.431,-21.994,101.37,0,1,0,0,0,0,0,0,0,0
428,3,26,24.499,23.061,23.06,256,0,284083,,6.431,-21.995,101.307,0,1,0,0,0,0,0,0,0,0
429,3,26,24.562568,23.125,23.06,256,0,284084,,6.431,-21.996,101.243,0,1,0,0,0,0,0,0,0,0
430,3,26,24.626568,23.189,23.185,768,512,284085,,6.431,-21.996,101.179,0,1,0,0,0,0,0,0,0,0
431,3,26,24.690056,23.252,23.185,768,512,284086,,6.431,-21.996,101.116,0,1,0,0,0,0,0,0,0,0
432,3,26,24.7536,23.315,23.31,1792,1536,284087,,6.431,-21.996,101.053,0,1,0,0,0,0,0,0,0,0
433,3,26,24.817256,23.379,23.31,1792,1536,284088,,6.431,-21.996,100.989,0,1,0,0,0,0,0,0,0,0
434,3,26,24.881152,23.443,23.435,3840,3584,284089,,6.431,-21.996,100.925,0,1,0,0,0,0,0,0,0,0
435,3,26,24.94444,23.505,23.435,3840,3584,284090,,6.431,-21.996,100.863,0,1,0,0,0,0,0,0,0,0
436,3,26,25.00852,23.57,23.56,7936,7680,284091,,6.431,-21.996,100.798,0,1,0,0,0,0,0,0,0,0
437,3,26,25.072152,23.633,23.56,7936,7680,284092,,6.431,-21.996,100.735,0,1,0,0,0,0,0,0,0,0
438,3,26,25.13548,23.697,23.685,16128,15872,284093,,6.431,-21.996,100.671,0,1,0,0,0,0,0,0,0,0
439,3,26,25.198944,23.76,23.685,16128,15872,284094,,6.431,-21.996,100.608,0,1,0,0,0,0,0,0,0,0
440,3,26,25.262944,23.824,23.81,32512,32256,284095,,6.431,-21.996,100.544,0,1,0,0,0,0,0,0,0,0
441,3,26,25.3264,23.887,23.81,32512,32256,284096,,6.431,-21.996,100.481,0,1,0,0,0,0,0,0,0,0
442,3,26,25.389856,23.951,23.935,65280,65024,284097,,6.431,-21.997,100.417,0,1,0,0,0,0,0,0,0,0
443,3,26,25.453512,24.015,23.935,65280,65024,284098,,6.431,-21.997,100.353,0,1,0,0,0,0,0,0,0,0
444,3,26,25.517696,24.079,24.06,130816,130560,284099,,6.431,-21.997,100.289,0,1,0,0,0,0,0,0,0,0
445,3,26,25.581216,24.143,24.06,130816,130560,284100,,6.431,-21.997,100.225,0,1,0,0,0,0,0,0,0,0
